address,price,beds,baths,sqft,property_type,link,full_text
"946 Capitol Ave, San Francisco, CA 94112TRAN REAL ESTATE, Veronica V. Tran","$999,0003",3.0,2,"1,360",House,https://www.zillow.com/homedetails/946-Capitol-Ave-San-Francisco-CA-94112/15190646_zpid/,"946 Capitol Ave, San Francisco, CA 94112TRAN REAL ESTATE, Veronica V. Tran DRE #01222121$999,0003 bds2 ba1,360 sqft - House for saleShow more"
"2418 21st Ave, San Francisco, CA 94116SOTHEBY'S INTERNATIONAL REALTY, Robert N. Moffatt","$2,295,0005",5.0,4,"3,122",House,https://www.zillow.com/homedetails/2418-21st-Ave-San-Francisco-CA-94116/15122655_zpid/,"2418 21st Ave, San Francisco, CA 94116SOTHEBY'S INTERNATIONAL REALTY, Robert N. Moffatt DRE #01786315$2,295,0005 bds4 ba3,122 sqft - House for saleShow more"
"161 Dalewood Way, San Francisco, CA 94127CENTURY 21 MASTERS, Shu Pu","$1,998,0004",4.0,3,"2,027",House,https://www.zillow.com/homedetails/161-Dalewood-Way-San-Francisco-CA-94127/15135099_zpid/,"161 Dalewood Way, San Francisco, CA 94127CENTURY 21 MASTERS, Shu Pu DRE #01726454$1,998,0004 bds3 ba2,027 sqft - House for saleShow more"
"2730 Vallejo St, San Francisco, CA 94123SOTHEBY'S INTERNATIONAL REALTY, Carrie Buchanan-Goodman","$18,000,0006",6.0,6,"6,105",House,https://www.zillow.com/homedetails/2730-Vallejo-St-San-Francisco-CA-94123/15080704_zpid/,"2730 Vallejo St, San Francisco, CA 94123SOTHEBY'S INTERNATIONAL REALTY, Carrie Buchanan-Goodman DRE #01736609$18,000,0006 bds6 ba6,105 sqft - House for saleShow more"
"222 Jersey St, San Francisco, CA 94114ENGEL & VOELKERS MILL VALLEY, Michael P. Kramer","$2,495,0005",5.0,8,"5,200",House,https://www.zillow.com/homedetails/222-Jersey-St-San-Francisco-CA-94114/2082886899_zpid/,"222 Jersey St, San Francisco, CA 94114ENGEL & VOELKERS MILL VALLEY, Michael P. Kramer DRE #01918367$2,495,0005 bds8 ba5,200 sqft - House for saleShow more"
"639 18th Ave, San Francisco, CA 94121ELEVATION REAL ESTATE, Edmond D. O'Sullivan","$1,695,0003",3.0,2,"1,677",House,https://www.zillow.com/homedetails/639-18th-Ave-San-Francisco-CA-94121/15097876_zpid/,"639 18th Ave, San Francisco, CA 94121ELEVATION REAL ESTATE, Edmond D. O'Sullivan DRE #01407927$1,695,0003 bds2 ba1,677 sqft - House for saleShow more"
"965 Alvarado St APT 5, San Francisco, CA 94114COMPASS, Laura A. Rogers","$599,0001",1.0,1,,House,https://www.zillow.com/homedetails/965-Alvarado-St-APT-5-San-Francisco-CA-94114/2138051762_zpid/,"965 Alvarado St APT 5, San Francisco, CA 94114COMPASS, Laura A. Rogers DRE #01307471$599,0001 bd1 ba-- sqft - House for saleShow more"
"855 La Playa St APT 360, San Francisco, CA 94121COMPASS, Saba Shoaeioskouei","$819,0002",2.0,2,"1,193",Condo,https://www.zillow.com/homedetails/855-La-Playa-St-APT-360-San-Francisco-CA-94121/15100665_zpid/,"855 La Playa St APT 360, San Francisco, CA 94121COMPASS, Saba Shoaeioskouei DRE #01973554$819,0002 bds2 ba1,193 sqft - Condo for saleShow more"
"3470 20th St #2, San Francisco, CA 94110CITY REAL ESTATE, David G. Cohen","$795,0002",2.0,1,955,Condo,https://www.zillow.com/homedetails/3470-20th-St-2-San-Francisco-CA-94110/82785812_zpid/,"3470 20th St #2, San Francisco, CA 94110CITY REAL ESTATE, David G. Cohen DRE #01447526$795,0002 bds1 ba955 sqft - Condo for saleShow more"
"68 Castro St, San Francisco, CA 94114COLDWELL BANKER REALTY, Annette M. Liberty","$3,395,0004",4.0,3,"2,744",House,https://www.zillow.com/homedetails/68-Castro-St-San-Francisco-CA-94114/15126987_zpid/,"68 Castro St, San Francisco, CA 94114COLDWELL BANKER REALTY, Annette M. Liberty DRE #00997798$3,395,0004 bds3 ba2,744 sqft - House for saleShow more"
"102 Baker St APT B, San Francisco, CA 94117SOTHEBY'S INTERNATIONAL REALTY, Callum C. Hutchins","$1,495,0002",2.0,3,"1,249",House,https://www.zillow.com/homedetails/102-Baker-St-APT-B-San-Francisco-CA-94117/454880377_zpid/,"102 Baker St APT B, San Francisco, CA 94117SOTHEBY'S INTERNATIONAL REALTY, Callum C. Hutchins DRE #01176371$1,495,0002 bds3 ba1,249 sqft - House for saleShow more"
"3101 Clay St APT 3, San Francisco, CA 94115COMPASS, Maximillian D. Armour","$1,695,0002",2.0,2,"1,195",Condo,https://www.zillow.com/homedetails/3101-Clay-St-APT-3-San-Francisco-CA-94115/15082132_zpid/,"3101 Clay St APT 3, San Francisco, CA 94115COMPASS, Maximillian D. Armour DRE #01446122$1,695,0002 bds2 ba1,195 sqft - Condo for saleShow more"
"1155 Leavenworth St APT 7, San Francisco, CA 94109VANGUARD PROPERTIES, Patrick Michael Carney","$399,000",,1,,House,https://www.zillow.com/homedetails/1155-Leavenworth-St-APT-7-San-Francisco-CA-94109/2094194050_zpid/,"1155 Leavenworth St APT 7, San Francisco, CA 94109VANGUARD PROPERTIES, Patrick Michael Carney DRE #02228328$399,000Studio 1 ba-- sqft - House for saleShow more"
"2567 Bryant St, San Francisco, CA 94110SOTHEBY'S INTERNATIONAL REALTY, Kilby E. Stenkamp","$1,298,0005",5.0,2,"2,360",House,https://www.zillow.com/homedetails/2567-Bryant-St-San-Francisco-CA-94110/15151859_zpid/,"2567 Bryant St, San Francisco, CA 94110SOTHEBY'S INTERNATIONAL REALTY, Kilby E. Stenkamp DRE #01208585$1,298,0005 bds2 ba2,360 sqft - House for saleShow more"
"284 Allison St, San Francisco, CA 94112CORCORAN ICON PROPERTIES, Scott A. Rose","$1,198,0003",3.0,2,"1,424",House,https://www.zillow.com/homedetails/284-Allison-St-San-Francisco-CA-94112/15179147_zpid/,"284 Allison St, San Francisco, CA 94112CORCORAN ICON PROPERTIES, Scott A. Rose DRE #01376155$1,198,0003 bds2 ba1,424 sqft - House for saleShow more"
"450 Hayes St UNIT 3H, San Francisco, CA 94102COMPASS, Robert Belli","$323,1191",1191.0,1,673,Condo,https://www.zillow.com/homedetails/450-Hayes-St-UNIT-3H-San-Francisco-CA-94102/249698332_zpid/,"450 Hayes St UNIT 3H, San Francisco, CA 94102COMPASS, Robert Belli DRE #01913570$323,1191 bd1 ba673 sqft - Condo for saleShow more"
"102 Baker St APT A, San Francisco, CA 94117SOTHEBY'S INTERNATIONAL REALTY, Callum C. Hutchins","$2,195,0003",3.0,4,"1,900",House,https://www.zillow.com/homedetails/102-Baker-St-APT-A-San-Francisco-CA-94117/454870007_zpid/,"102 Baker St APT A, San Francisco, CA 94117SOTHEBY'S INTERNATIONAL REALTY, Callum C. Hutchins DRE #01176371$2,195,0003 bds4 ba1,900 sqft - House for saleShow more"
"2655 Steiner St, San Francisco, CA 94115CORCORAN ICON PROPERTIES, Dianne Weaver","$6,200,0005",5.0,5,"4,411",House,https://www.zillow.com/homedetails/2655-Steiner-St-San-Francisco-CA-94115/15073326_zpid/,"2655 Steiner St, San Francisco, CA 94115CORCORAN ICON PROPERTIES, Dianne Weaver DRE #00547659$6,200,0005 bds5 ba4,411 sqft - House for saleShow more"
"700 12th Ave APT 2, San Francisco, CA 94118GM GREEN REAL ESTATE, INC., Bob Walker","$899,0003",3.0,2,"1,097",House,https://www.zillow.com/homedetails/700-12th-Ave-APT-2-San-Francisco-CA-94118/2082968137_zpid/,"700 12th Ave APT 2, San Francisco, CA 94118GM GREEN REAL ESTATE, INC., Bob Walker DRE #01209683$899,0003 bds2 ba1,097 sqft - House for saleShow more"
"1643 43rd Ave, San Francisco, CA 94122HEATH REAL ESTATE, Tyler Stewart","$1,875,0003",3.0,2,"2,106",House,https://www.zillow.com/homedetails/1643-43rd-Ave-San-Francisco-CA-94122/15108302_zpid/,"1643 43rd Ave, San Francisco, CA 94122HEATH REAL ESTATE, Tyler Stewart DRE #01901386$1,875,0003 bds2 ba2,106 sqft - House for saleShow more"
"2790 19th Ave UNIT 21, San Francisco, CA 94132COMPASS, Michael Freethy","$995,0003",3.0,2,"1,460",Condo,https://www.zillow.com/homedetails/2790-19th-Ave-UNIT-21-San-Francisco-CA-94132/15126560_zpid/,"2790 19th Ave UNIT 21, San Francisco, CA 94132COMPASS, Michael Freethy DRE #01076577$995,0003 bds2 ba1,460 sqft - Condo for saleShow more"
"1315 Laguna St APT 6, San Francisco, CA 94115BERKSHIRE HATHAWAY-FRANCISCAN, Andrew de Vries","$429,0002",2.0,1,850,Condo,https://www.zillow.com/homedetails/1315-Laguna-St-APT-6-San-Francisco-CA-94115/64972199_zpid/,"1315 Laguna St APT 6, San Francisco, CA 94115BERKSHIRE HATHAWAY-FRANCISCAN, Andrew de Vries DRE #01368031$429,0002 bds1 ba850 sqft - Condo for saleShow more"
"1600 Anza St, San Francisco, CA 94118COMPASS, Missy Wyant Smit","$849,0001",1.0,1,775,House,https://www.zillow.com/homedetails/1600-Anza-St-San-Francisco-CA-94118/2087110456_zpid/,"1600 Anza St, San Francisco, CA 94118COMPASS, Missy Wyant Smit DRE #01408017$849,0001 bd1 ba775 sqft - House for saleShow more"
"612 Plan, MIRATishman Speyer","$385,168",2.0,1,826,,https://www.zillow.com/community/mira/443718542_zpid/,"612 Plan, MIRATishman Speyer$385,168+2 bds1 ba826 sqft - New construction"
"245 Alhambra St, San Francisco, CA 94123SOTHEBY'S INTERNATIONAL REALTY, Marie T. Carr","$4,995,0004",4.0,4,"2,895",House,https://www.zillow.com/homedetails/245-Alhambra-St-San-Francisco-CA-94123/15070738_zpid/,"245 Alhambra St, San Francisco, CA 94123SOTHEBY'S INTERNATIONAL REALTY, Marie T. Carr DRE #01739426$4,995,0004 bds4 ba2,895 sqft - House for saleShow more"
"1587 Revere Ave, San Francisco, CA 94124","$899,0003",3.0,2,"1,681",House,https://www.zillow.com/homedetails/1587-Revere-Ave-San-Francisco-CA-94124/15157212_zpid/,"1587 Revere Ave, San Francisco, CA 94124$899,0003 bds2 ba1,681 sqft - House for saleShow more"
"450 Carl St, San Francisco, CA 94117NOW HOMES, Leon De-Levi","$1,000,0002",2.0,2,952,Condo,https://www.zillow.com/homedetails/450-Carl-St-San-Francisco-CA-94117/15087564_zpid/,"450 Carl St, San Francisco, CA 94117NOW HOMES, Leon De-Levi DRE #01034862$1,000,0002 bds2 ba952 sqft - Condo for saleShow more"
"102 Baker St #PENTHOUSE, San Francisco, CA 94117SOTHEBY'S INTERNATIONAL REALTY, Callum C. Hutchins","$1,750,0002",2.0,3,"1,394",House,https://www.zillow.com/homedetails/102-Baker-St-PENTHOUSE-San-Francisco-CA-94117/454932209_zpid/,"102 Baker St #PENTHOUSE, San Francisco, CA 94117SOTHEBY'S INTERNATIONAL REALTY, Callum C. Hutchins DRE #01176371$1,750,0002 bds3 ba1,394 sqft - House for saleShow more"
"2287 45th Ave, San Francisco, CA 94116PRESTIGE REALTY, Ming Lei","$2,399,9005",9005.0,4,"2,507",House,https://www.zillow.com/homedetails/2287-45th-Ave-San-Francisco-CA-94116/15118530_zpid/,"2287 45th Ave, San Francisco, CA 94116PRESTIGE REALTY, Ming Lei DRE #01934839$2,399,9005 bds4 ba2,507 sqft - House for saleShow more"
"269 Chattanooga St, San Francisco, CA 94114COMPASS, Butch Haze","$1,800,0003",3.0,3,"2,023",House,https://www.zillow.com/homedetails/269-Chattanooga-St-San-Francisco-CA-94114/2094155425_zpid/,"269 Chattanooga St, San Francisco, CA 94114COMPASS, Butch Haze DRE #01140774$1,800,0003 bds3 ba2,023 sqft - House for saleShow more"
"520 Natoma St APT 6, San Francisco, CA 94103VANGUARD PROPERTIES, Robert Lane Gibson","$349,0001",1.0,1,450,House,https://www.zillow.com/homedetails/520-Natoma-St-APT-6-San-Francisco-CA-94103/2079203358_zpid/,"520 Natoma St APT 6, San Francisco, CA 94103VANGUARD PROPERTIES, Robert Lane Gibson DRE #02075156$349,0001 bd1 ba450 sqft - House for saleShow more"
"2295 Vallejo St APT 405, San Francisco, CA 94123COMPASS, John Murphy","$995,0001",1.0,1,660,Condo,https://www.zillow.com/homedetails/2295-Vallejo-St-APT-405-San-Francisco-CA-94123/15072619_zpid/,"2295 Vallejo St APT 405, San Francisco, CA 94123COMPASS, John Murphy DRE #01942199$995,0001 bd1 ba660 sqft - Condo for saleShow more"
"1301 Indiana Street #404, San Francisco, CA 94107VANGUARD PROPERTIES","$1,395,0003",3.0,2,"1,483",Condo,https://www.zillow.com/homedetails/1301-Indiana-St-UNIT-404-San-Francisco-CA-94107/119584685_zpid/,"1301 Indiana Street #404, San Francisco, CA 94107VANGUARD PROPERTIES$1,395,0003 bds2 ba1,483 sqft - Condo for saleShow more"
"315 Topeka Ave, San Francisco, CA 94124","$899,0003",3.0,2,"1,500",House,https://www.zillow.com/homedetails/315-Topeka-Ave-San-Francisco-CA-94124/15157602_zpid/,"315 Topeka Ave, San Francisco, CA 94124$899,0003 bds2 ba1,500 sqft - House for saleShow more"
"1 Bluxome St APT 317, San Francisco, CA 94107CHRISTIE'S INT'L REAL ESTATE, Mark Choey","$899,0002",2.0,2,"1,361",Condo,https://www.zillow.com/homedetails/1-Bluxome-St-APT-317-San-Francisco-CA-94107/67394651_zpid/,"1 Bluxome St APT 317, San Francisco, CA 94107CHRISTIE'S INT'L REAL ESTATE, Mark Choey DRE #01701189$899,0002 bds2 ba1,361 sqft - Condo for saleShow more"
"4057 19th St, San Francisco, CA 94114SOTHEBY'S INTERNATIONAL REALTY, Christopher Meza","$1,295,0002",2.0,2,"1,068",Condo,https://www.zillow.com/homedetails/4057-19th-St-San-Francisco-CA-94114/82785819_zpid/,"4057 19th St, San Francisco, CA 94114SOTHEBY'S INTERNATIONAL REALTY, Christopher Meza DRE #01913977$1,295,0002 bds2 ba1,068 sqft - Condo for saleShow more"
"2440 Clay St, San Francisco, CA 94115COMPASS, David B. Bellings","$2,598,0005",5.0,3,"2,584",Condo,https://www.zillow.com/homedetails/2440-Clay-St-San-Francisco-CA-94115/50449090_zpid/,"2440 Clay St, San Francisco, CA 94115COMPASS, David B. Bellings DRE #00877838$2,598,0005 bds3 ba2,584 sqft - Condo for saleShow more"
"57 Niagara Ave, San Francisco, CA 94112COMPASS, Amanda M. Jones","$1,495,0005",5.0,5,"2,399",House,https://www.zillow.com/homedetails/57-Niagara-Ave-San-Francisco-CA-94112/15191339_zpid/,"57 Niagara Ave, San Francisco, CA 94112COMPASS, Amanda M. Jones DRE #01390012$1,495,0005 bds5 ba2,399 sqft - House for saleShow more"
"1976 Fell St, San Francisco, CA 94117","$999,0003",3.0,2,"1,624",Condo,https://www.zillow.com/homedetails/1976-Fell-St-San-Francisco-CA-94117/184816851_zpid/,"1976 Fell St, San Francisco, CA 94117$999,0003 bds2 ba1,624 sqft - Condo for saleShow more"
"224 Shields St, San Francisco, CA 94132","$1,299,0002",2.0,4,"2,032",House,https://www.zillow.com/homedetails/224-Shields-St-San-Francisco-CA-94132/15190324_zpid/,"224 Shields St, San Francisco, CA 94132$1,299,0002 bds4 ba2,032 sqft - House for saleShow more"
"672 Castro St #672, San Francisco, CA 94114VANGUARD PROPERTIES, Kevin L. Kropp","$1,199,0003",3.0,1,"1,604",House,https://www.zillow.com/homedetails/672-Castro-St-672-San-Francisco-CA-94114/447361422_zpid/,"672 Castro St #672, San Francisco, CA 94114VANGUARD PROPERTIES, Kevin L. Kropp DRE #01413211$1,199,0003 bds1 ba1,604 sqft - House for saleShow more"
"2011 3rd St APT 6, San Francisco, CA 94107COMPASS, Tara Burke","$1,095,0002",2.0,2,"1,210",Condo,https://www.zillow.com/homedetails/2011-3rd-St-APT-6-San-Francisco-CA-94107/80735693_zpid/,"2011 3rd St APT 6, San Francisco, CA 94107COMPASS, Tara Burke DRE #01355264$1,095,0002 bds2 ba1,210 sqft - Condo for saleShow more"
"1265 Union St, San Francisco, CA 94109COMPASS, Maeve Rossington","$1,425,0002",2.0,2,"1,367",House,https://www.zillow.com/homedetails/1265-Union-St-San-Francisco-CA-94109/2101508161_zpid/,"1265 Union St, San Francisco, CA 94109COMPASS, Maeve Rossington DRE #01476615$1,425,0002 bds2 ba1,367 sqft - House for saleShow more"
"2853 Broderick St, San Francisco, CA 94123","$8,299,0006",6.0,6,"4,526",House,https://www.zillow.com/homedetails/2853-Broderick-St-San-Francisco-CA-94123/332851987_zpid/,"2853 Broderick St, San Francisco, CA 94123$8,299,0006 bds6 ba4,526 sqft - House for saleShow more"
"226 Roosevelt Way #A, San Francisco, CA 94114COMPASS, Lauren OBrien","$1,495,0003",3.0,2,"1,495",House,https://www.zillow.com/homedetails/226-Roosevelt-Way-A-San-Francisco-CA-94114/450247167_zpid/,"226 Roosevelt Way #A, San Francisco, CA 94114COMPASS, Lauren OBrien DRE #01775998$1,495,0003 bds2 ba1,495 sqft - House for saleShow more"
"658 Lisbon St, San Francisco, CA 94112","$645,0002",2.0,1,815,House,https://www.zillow.com/homedetails/658-Lisbon-St-San-Francisco-CA-94112/15176347_zpid/,"658 Lisbon St, San Francisco, CA 94112$645,0002 bds1 ba815 sqft - House for saleShow more"
"1100 Cortland Ave, San Francisco, CA 94110ELEVATION REAL ESTATE, Edmond D. O'Sullivan","$799,0002",2.0,1,704,House,https://www.zillow.com/homedetails/1100-Cortland-Ave-San-Francisco-CA-94110/15162863_zpid/,"1100 Cortland Ave, San Francisco, CA 94110ELEVATION REAL ESTATE, Edmond D. O'Sullivan DRE #01407927$799,0002 bds1 ba704 sqft - House for saleShow more"
"77 Reddy St, San Francisco, CA 94124PARK NORTH REAL ESTATE, Tim Hawko","$735,5003",5003.0,1,"1,360",House,https://www.zillow.com/homedetails/77-Reddy-St-San-Francisco-CA-94124/15158851_zpid/,"77 Reddy St, San Francisco, CA 94124PARK NORTH REAL ESTATE, Tim Hawko DRE #01159599$735,5003 bds1 ba1,360 sqft - House for saleShow more"
"363 Prague St, San Francisco, CA 94112COMPASS, Timothy G. Fong","$1,198,0004",4.0,2,"1,553",House,https://www.zillow.com/homedetails/363-Prague-St-San-Francisco-CA-94112/15175017_zpid/,"363 Prague St, San Francisco, CA 94112COMPASS, Timothy G. Fong DRE #01458366$1,198,0004 bds2 ba1,553 sqft - House for saleShow more"
"199 Edgewood Ave, San Francisco, CA 94117COMPASS, Bridget R. Cannata Denning","$1,995,0003",3.0,3,"2,142",House,https://www.zillow.com/homedetails/199-Edgewood-Ave-San-Francisco-CA-94117/15128024_zpid/,"199 Edgewood Ave, San Francisco, CA 94117COMPASS, Bridget R. Cannata Denning DRE #01880904$1,995,0003 bds3 ba2,142 sqft - House for saleShow more"
"517 Ortega St, San Francisco, CA 94122","$2,095,0004",4.0,3,"2,371",House,https://www.zillow.com/homedetails/517-Ortega-St-San-Francisco-CA-94122/15111979_zpid/,"517 Ortega St, San Francisco, CA 94122$2,095,0004 bds3 ba2,371 sqft - House for saleShow more"
"536 Wisconsin St, San Francisco, CA 94107CORCORAN ICON PROPERTIES, Seth Skolnick","$999,9992",9992.0,2,"1,220",Condo,https://www.zillow.com/homedetails/536-Wisconsin-St-San-Francisco-CA-94107/15149779_zpid/,"536 Wisconsin St, San Francisco, CA 94107CORCORAN ICON PROPERTIES, Seth Skolnick DRE #01352409$999,9992 bds2 ba1,220 sqft - Condo for saleShow more"
"1043 Francisco St, San Francisco, CA 94109COMPASS, Nina Hatvany","$9,995,0004",4.0,5,"4,560",House,https://www.zillow.com/homedetails/1043-Francisco-St-San-Francisco-CA-94109/447276609_zpid/,"1043 Francisco St, San Francisco, CA 94109COMPASS, Nina Hatvany DRE #01152226$9,995,0004 bds5 ba4,560 sqft - House for saleShow more"
"1632 N Point St, San Francisco, CA 94123COMPASS, Monica M. Pauli","$3,250,0004",4.0,4,,,https://www.zillow.com/homedetails/1632-N-Point-St-San-Francisco-CA-94123/15070069_zpid/,"1632 N Point St, San Francisco, CA 94123COMPASS, Monica M. Pauli DRE #01309178$3,250,0004 bds4 ba-- sqft - Multi-family home for saleShow more"
"3005 20th Street, San Francisco, CA 94110PRINCETON PACIFIC PROPERTIES","$699,9992",9992.0,1,"1,046",Condo,https://www.zillow.com/homedetails/3005-20th-St-San-Francisco-CA-94110/454881041_zpid/,"3005 20th Street, San Francisco, CA 94110PRINCETON PACIFIC PROPERTIES$699,9992 bds1 ba1,046 sqft - Condo for saleShow more"
"2041-2043 Fulton St, San Francisco, CA 94117NOVO, Cary M. Chan","$1,888,8888",8888.0,4,"3,500",,https://www.zillow.com/homedetails/2041-2043-Fulton-St-San-Francisco-CA-94117/332852972_zpid/,"2041-2043 Fulton St, San Francisco, CA 94117NOVO, Cary M. Chan DRE #01319108$1,888,8888 bds4 ba3,500 sqft - Multi-family home for saleShow more"
"446 Bayview Cir, San Francisco, CA 94124","$799,0003",3.0,3,"1,472",House,https://www.zillow.com/homedetails/446-Bayview-Cir-San-Francisco-CA-94124/15156859_zpid/,"446 Bayview Cir, San Francisco, CA 94124$799,0003 bds3 ba1,472 sqft - House for saleShow more"
"875 La Playa St APT 373, San Francisco, CA 94121COMPASS, Norman Fung","$598,0001",1.0,1,767,Condo,https://www.zillow.com/homedetails/875-La-Playa-St-APT-373-San-Francisco-CA-94121/15100613_zpid/,"875 La Playa St APT 373, San Francisco, CA 94121COMPASS, Norman Fung DRE #01894592$598,0001 bd1 ba767 sqft - Condo for saleShow more"
"707 19th Ave, San Francisco, CA 94121SOTHEBY'S INTERNATIONAL REALTY, Olga Milan-Howells","$1,398,0003",3.0,1,"1,279",House,https://www.zillow.com/homedetails/707-19th-Ave-San-Francisco-CA-94121/15099261_zpid/,"707 19th Ave, San Francisco, CA 94121SOTHEBY'S INTERNATIONAL REALTY, Olga Milan-Howells DRE #01294290$1,398,0003 bds1 ba1,279 sqft - House for saleShow more"
"270 Valencia St APT 201, San Francisco, CA 94103KW ADVISORS, Jennifer Rosdail","$424,9982",9982.0,1,816,Condo,https://www.zillow.com/homedetails/270-Valencia-St-APT-201-San-Francisco-CA-94103/69819084_zpid/,"270 Valencia St APT 201, San Francisco, CA 94103KW ADVISORS, Jennifer Rosdail DRE #01349379$424,9982 bds1 ba816 sqft - Condo for saleShow more"
"2111 Hyde Street #301, San Francisco, CA 94109VANGUARD PROPERTIES","$1,900,0002",2.0,2,"1,820",Condo,https://www.zillow.com/homedetails/2111-Hyde-St-301-San-Francisco-CA-94109/80743539_zpid/,"2111 Hyde Street #301, San Francisco, CA 94109VANGUARD PROPERTIES$1,900,0002 bds2 ba1,820 sqft - Condo for saleShow more"
